Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,taxonomic_lineage
A0A455LLX2,reviewed,ATNB_ARTSZ,Short-chain dehydrogenase/reductase atnB (EC 1.1.1.-) (Arthripenoid biosynthesis cluster protein B),atnB,Arthrinium sp,266,Eukaryota
A0A455R5K2,reviewed,ASCJ_ACREG,Short-chain dehydrogenase/reductase ascJ (EC 1.1.99.-) (Ascofuranone/ascochlorin biosynthesis clusters protein J),ascJ,Acremonium egyptiacum (Oospora egyptiaca),296,Eukaryota
A0A4P8W851,reviewed,PYIH_PYRGI,Short-chain dehydrogenase/reductase pyiH (EC 1.1.1.-) (Pyrichalasin H biosynthesis cluster protein H),pyiH,Pyricularia grisea (Crabgrass-specific blast fungus) (Magnaporthe grisea),245,Eukaryota
A0A5B8YU68,reviewed,GME61_PESMI,Short-chain dehydrogenase/reductase GME11361 (EC 1.1.1.-) (Dibenzodioxocinones biosynthesis cluster protein GME11361),GME11361,Pestalotiopsis microspora,267,Eukaryota
A4QTE3,reviewed,MKAR_PYRO7,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),MGG_05096,Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae),331,Eukaryota
B2B3L4,reviewed,MKAR_PODAN,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),Pa_6_6580 PODANS_6_6580,Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383) (Pleurage anserina),340,Eukaryota
G0R6S7,reviewed,SOR7_HYPJQ,Short chain dehydrogenase sor7 (EC 1.1.1.-) (Sorbicillinoid biosynthetic cluster protein 7),sor7 TRIREDRAFT_102492,Hypocrea jecorina (strain QM6a) (Trichoderma reesei),358,Eukaryota
G4MVZ5,reviewed,OXR1B_PYRO7,Short-chain dehydrogenase/reductase OXR1 (EC 1.1.1.-) (ACE1 cytochalasan biosynthesis cluster protein OXR1),OXR1 MGG_08389,Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae),349,Eukaryota
G4N286,reviewed,RED1_PYRO7,Short-chain dehydrogenase RED1 (EC 1.1.1.-) (Pyriculol/pyriculariol biosynthesis cluster protein RED1),RED1 MGG_12983,Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae),284,Eukaryota
G4N292,reviewed,RED3_PYRO7,Short-chain dehydrogenase RED3 (EC 1.1.1.-) (Pyriculol/pyriculariol biosynthesis cluster protein RED3),RED3 MGG_10910,Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae),250,Eukaryota
G9N4A1,reviewed,VIRL_HYPVG,Short chain dehydrogenase virL (EC 1.1.1.-) (Trichoxide biosynthesis protein virL) (Virensol biosynthesis cluster protein L),virL TRIVIDRAFT_47190,Hypocrea virens (strain Gv29-8 / FGSC 10586) (Gliocladium virens) (Trichoderma virens),341,Eukaryota
G9N4A2,reviewed,VIRK_HYPVG,Short chain dehydrogenase virK (EC 1.-.-.-) (Trichoxide biosynthesis protein virK) (Virensol biosynthesis cluster protein K),virK TRIVIDRAFT_47153,Hypocrea virens (strain Gv29-8 / FGSC 10586) (Gliocladium virens) (Trichoderma virens),271,Eukaryota
G9N4A6,reviewed,VIRG_HYPVG,Short chain dehydrogenase virG (EC 1.1.1.-) (Trichoxide biosynthesis protein virG) (Virensol biosynthesis cluster protein G),virG TRIVIDRAFT_47324,Hypocrea virens (strain Gv29-8 / FGSC 10586) (Gliocladium virens) (Trichoderma virens),345,Eukaryota
G9N4A9,reviewed,VIRD_HYPVG,Short-chain dehydrogenase virD (EC 1.1.1.-) (Trichoxide biosynthesis protein virD) (Virensol biosynthesis cluster protein D),virD TRIVIDRAFT_225746,Hypocrea virens (strain Gv29-8 / FGSC 10586) (Gliocladium virens) (Trichoderma virens),287,Eukaryota
H1VN83,reviewed,DPCHG_COLHI,Short chain dehydrogenase/reductase dpchG (EC 1.1.1.-) (Diterpenoid pyrone biosynthesis cluster protein G),dpchG CH063_11894 CH63R_05477,Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus),268,Eukaryota
I1RL15,reviewed,DPFGH_GIBZE,Short chain dehydrogenase/reductase dpfgH (EC 1.1.1.-) (Diterpenoid pyrone biosynthesis cluster protein H),dpfgH FG04592 FGRAMPH1_01T15655,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),349,Eukaryota
I1S2J3,reviewed,FGM9_GIBZE,Short chain dehydrogenase FGM9 (EC 1.1.1.-) (C64 cluster protein NRPS5) (Fg3_54 cluster protein FGM9) (Fusaoctaxin A biosynthesis cluster protein FGM9),FGM9 FG10989 FGRAMPH1_01T20957,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),341,Eukaryota
Q2H1V7,reviewed,MKAR_CHAGB,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),CHGG_04239,Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus),342,Eukaryota
Q7RYE5,reviewed,MKAR_NEUCR,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),NCU11297,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),332,Eukaryota
Q7RZR2,reviewed,KDSR_NEUCR,3-ketodihydrosphingosine reductase gsl-3 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (KDS reductase),gsl-3 tsc10 NCU00302,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),362,Eukaryota
Q7SHI1,reviewed,SRDF_NEUCR,Short-chain dehydrogenase srdF (EC 1.1.1.-) (Sordarial biosynthesis cluster protein srdF),srdF NCU02923,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),254,Eukaryota
Q92247,reviewed,BLI4_NEUCR,"Putative oxidoreductase bli-4, mitochondrial (EC 1.-.-.-) (Blue light-induced protein 4)",bli-4 B24M22.250 NCU08699,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),412,Eukaryota
A0A084B9Z1,reviewed,SAT3_STACB,Short-chain dehydrogenase/reductase SAT3 (EC 1.-.-.-) (Satratoxin biosynthesis SC1 cluster protein 3),SAT3 S7711_07277,Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold) (Stilbospora chartarum),271,Eukaryota
A0A084R1I4,reviewed,ATR10_STAC4,Short-chain dehydrogenase/reductase ATR10 (EC 1.-.-.-) (Core atranone cluster (CAC) protein 10),ATR10 S40285_03335,Stachybotrys chlorohalonata (strain IBT 40285),276,Eukaryota
A0A084R1K1,reviewed,ATR7_STAC4,Short-chain dehydrogenase/reductase ATR7 (EC 1.-.-.-) (Core atranone cluster (CAC) protein 7),ATR7 S40285_03332,Stachybotrys chlorohalonata (strain IBT 40285),320,Eukaryota
A0A1B4XBH5,reviewed,SDNK_SORAA,Short-chain dehydrogenase sdnK (EC 1.1.1.-) (Sordarin/hypoxysordarin biosynthesis cluster protein K),sdnK,Sordaria araneosa (Pleurage araneosa),351,Eukaryota
A0A5B8YU33,reviewed,GME59_PESMI,Short-chain dehydrogenase/reductase GME11359 (EC 1.1.1.-) (Dibenzodioxocinones biosynthesis cluster protein GME11359),GME11359,Pestalotiopsis microspora,291,Eukaryota
D7UTD0,reviewed,FC4_PHOAM,Short-chain dehydrogenase/reductase (EC 1.1.1.-) (Fusicoccin A biosynthetic gene clusters protein 4),fc-sdr orf4,Phomopsis amygdali (Fusicoccum amygdali),334,Eukaryota
I1S3L0,reviewed,CHRY4_GIBZE,Short-chain dehydrogenase chry4 (EC 1.1.1.-) (Chrysogine biosynthesis cluster protein 4),chry4 FG11398 FGRAMPH1_01T21965,Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum),259,Eukaryota
M1W848,reviewed,PIG17_CLAP2,Short chain dehydrogenase/reductase CPUR_05418 (SDR CPUR_05418) (EC 1.1.1.-) (Ergochrome biosynthesis cluster protein CPUR_05418),CPUR_05418,Claviceps purpurea (strain 20.1) (Ergot fungus) (Sphacelia segetum),292,Eukaryota
G1XTZ5,reviewed,AR274_ARTOA,Short chain dehydrogenase AOL_s00215g274 (EC 1.1.1.-) (Sesquiterpenyl epoxy-cyclohexenoids cluster protein AOL_s00215g274) (SECs cluster protein AOL_s00215g274),AOL_s00215g274,Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491) (Nematode-trapping fungus) (Didymozoophaga oligospora),322,Eukaryota
G8BAW7,reviewed,FAS2_CANPC,Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)],FAS2 CPAR2_807400,Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) (Yeast) (Monilia parapsilosis),1884,Eukaryota
P22414,reviewed,FOX2_CANTR,Peroxisomal hydratase-dehydrogenase-epimerase (HDE) (Multifunctional beta-oxidation protein) (MFP) [Includes: 2-enoyl-CoA hydratase (EC 4.2.1.119); (3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12)],,Candida tropicalis (Yeast),906,Eukaryota
Q59RQ2,reviewed,KDSR_CANAL,3-ketodihydrosphingosine reductase TSC10 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (KDS reductase),KSR1 TSC10 CAALFM_CR07380CA CaO19.13550 CaO19.6131,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),310,Eukaryota
Q5A888,reviewed,ERG27_CANAL,3-keto-steroid reductase ERG27 (EC 1.1.1.270),ERG27 CAALFM_CR01140CA orf19.3240,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),346,Eukaryota
Q874K0,reviewed,ERG27_CANAX,3-keto-steroid reductase ERG27 (EC 1.1.1.270),ERG27,Candida albicans (Yeast),346,Eukaryota
A3LXZ3,reviewed,MKAR_PICST,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),PICST_79198,Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545) (Yeast) (Pichia stipitis),346,Eukaryota
A5DND6,reviewed,MKAR_PICGU,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),PGUG_04787,Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324) (Yeast) (Candida guilliermondii),341,Eukaryota
A5E0R1,reviewed,MKAR_LODEL,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),LELG_03198,Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus),350,Eukaryota
Q59V93,reviewed,MKAR_CANAL,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),CAALFM_CR06070WA CaO19.11340 CaO19.3859,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),349,Eukaryota
Q6BIG0,reviewed,MKAR_DEBHA,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),DEHA2G10780g,Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii),346,Eukaryota
Q6BNP0,reviewed,ERG27_DEBHA,3-keto-steroid reductase (EC 1.1.1.270),ERG27 DEHA2E20130g,Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii),346,Eukaryota
Q6BQK1,reviewed,KDSR_DEBHA,3-ketodihydrosphingosine reductase TSC10 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (KDS reductase),TSC10 DEHA2E04576g,Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii),328,Eukaryota
Q6CE86,reviewed,KDSR_YARLI,3-ketodihydrosphingosine reductase TSC10 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (KDS reductase),TSC10 YALI0B17688g,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),372,Eukaryota
Q6CE88,reviewed,ERG27_YARLI,3-keto-steroid reductase (EC 1.1.1.270),ERG27 YALI0B17644g,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),343,Eukaryota
Q6CHP1,reviewed,MKAR_YARLI,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),YALI0A06787g,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),389,Eukaryota
P38286,reviewed,MKAR_YEAST,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),IFA38 YBR159W YBR1209,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),347,Eukaryota
P38342,reviewed,KDSR_YEAST,3-ketodihydrosphingosine reductase TSC10 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (KDS reductase) (Temperature-sensitive CSG2 suppressor protein 10),TSC10 YBR265W YBR1734,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),320,Eukaryota
P40471,reviewed,AYR1_YEAST,NADPH-dependent 1-acyldihydroxyacetone phosphate reductase (ADR) (EC 1.1.1.101) (1-acyl DHAP reductase) (Acyl/alkyl DHAP reductase) (Acylglycerone-phosphate reductase) (Triacylglycerol lipase AYR1) (TAG lipase) (EC 3.1.1.3),AYR1 GBG1 YIL124W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),297,Eukaryota
Q02207,reviewed,FOX2_YEAST,Peroxisomal hydratase-dehydrogenase-epimerase (HDE) (Multifunctional beta-oxidation protein) (MFP) [Includes: 2-enoyl-CoA hydratase (EC 4.2.1.119); (3R)-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12)],FOX2 YKR009C YK108,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),900,Eukaryota
Q05016,reviewed,YM71_YEAST,"NADP-dependent 3-hydroxy acid dehydrogenase (L-allo-threonine dehydrogenase) (EC 1.1.1.-, EC 1.1.1.381)",YMR226C YM9959.08C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),267,Eukaryota
Q08651,reviewed,ENV9_YEAST,Probable oxidoreductase ENV9 (EC 1.1.1.-) (Late endosome and vacuole interface protein 9),ENV9 YOR246C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),330,Eukaryota
Q12452,reviewed,ERG27_YEAST,3-keto-steroid reductase ERG27 (EC 1.1.1.270) (Ergosterol biosynthetic protein 27),ERG27 YLR100W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),347,Eukaryota
P35731,reviewed,FABG_YEAST,3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (3-ketoacyl-acyl carrier protein reductase),OAR1 YKL055C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),278,Eukaryota
P40580,reviewed,BZRD_YEAST,Benzil reductase ((S)-benzoin forming) IRC24 (EC 1.1.1.320) (Increased recombination centers protein 24),IRC24 YIR036C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),263,Eukaryota
Q06417,reviewed,TDA5_YEAST,Uncharacterized oxidoreductase TDA5 (EC 1.-.-.-) (Topoisomerase I damage affected protein 5),TDA5 YLR426W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),326,Eukaryota
A6ZLA1,reviewed,MKAR_YEAS7,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),SCY_0371,Saccharomyces cerevisiae (strain YJM789) (Baker's yeast),347,Eukaryota
A7TMJ2,reviewed,MKAR_VANPO,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),Kpol_513p6,Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294 / BCRC 21397 / CBS 2163 / NBRC 10782 / NRRL Y-8283 / UCD 57-17) (Kluyveromyces polysporus),347,Eukaryota
B3LN00,reviewed,MKAR_YEAS1,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),SCRG_02811,Saccharomyces cerevisiae (strain RM11-1a) (Baker's yeast),347,Eukaryota
P53878,reviewed,YNS1_YEAST,Uncharacterized oxidoreductase YNL181W (EC 1.-.-.-),YNL181W N1640,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),407,Eukaryota
Q03085,reviewed,SRL4_YEAST,Oxidoreductase-like protein SRL4 (Suppressor of RAD53 and LCD1 4) (Suppressor of RAD53 null lethality 4),SRL4 YPL033C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),281,Eukaryota
Q6CJC2,reviewed,ERG27_KLULA,3-keto-steroid reductase (EC 1.1.1.270),ERG27 KLLA0F19756g,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica),346,Eukaryota
Q6CLN0,reviewed,KDSR_KLULA,3-ketodihydrosphingosine reductase TSC10 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (KDS reductase),TSC10 KLLA0F01749g,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica),313,Eukaryota
Q6CVS4,reviewed,MKAR_KLULA,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),KLLA0B09812g,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica),346,Eukaryota
Q6FIV3,reviewed,ERG27_CANGA,3-keto-steroid reductase (EC 1.1.1.270),ERG27 CAGL0M11506g,Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus),348,Eukaryota
Q6FQ42,reviewed,KDSR_CANGA,3-ketodihydrosphingosine reductase TSC10 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (KDS reductase),TSC10 CAGL0I09328g,Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus),363,Eukaryota
Q6FRM0,reviewed,MKAR_CANGA,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),CAGL0H07513g,Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus),352,Eukaryota
Q758B6,reviewed,KDSR_EREGS,3-ketodihydrosphingosine reductase TSC10 (EC 1.1.1.102) (3-dehydrosphinganine reductase) (KDS reductase),TSC10 AEL164C,Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii),307,Eukaryota
Q75A60,reviewed,MKAR_EREGS,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),ADR059C,Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii),351,Eukaryota
P34251,reviewed,YKK7_YEAST,Uncharacterized oxidoreductase YKL107W (EC 1.-.-.-),YKL107W YKL462,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),309,Eukaryota
P36086,reviewed,YKH1_YEAST,Uncharacterized oxidoreductase YKL071W,YKL071W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),256,Eukaryota
P40579,reviewed,YIV5_YEAST,Uncharacterized oxidoreductase YIR035C (EC 1.-.-.-),YIR035C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),254,Eukaryota
Q07530,reviewed,YD114_YEAST,Uncharacterized oxidoreductase YDL114W (EC 1.-.-.-),YDL114W,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),308,Eukaryota
Q09851,reviewed,AYR1_SCHPO,NADPH-dependent 1-acyldihydroxyacetone phosphate reductase (ADR) (EC 1.1.1.101) (1-acyl DHAP reductase) (Acyl/alkyl DHAP reductase) (Acylglycerone-phosphate reductase) (Triacylglycerol lipase ayr1) (TAG lipase) (EC 3.1.1.3),ayr1 SPAC23D3.11,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),296,Eukaryota
Q10289,reviewed,FAS2_SCHPO,Fatty acid synthase subunit alpha (EC 2.3.1.86) (p190/210) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)],fas2 lsd1 SPAC4A8.11c,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),1842,Eukaryota
O74732,reviewed,ERG27_SCHPO,3-keto-steroid reductase erg27 (EC 1.1.1.270) (Ergosterol biosynthetic protein 27),erg27 SPBC1709.07,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),338,Eukaryota
Q9Y7P2,reviewed,GPI11_SCHPO,PIGF/3-ketodihydrosphingosine reductase fusion protein (EC 1.1.1.102) (3-ketodihydrosphingosine reductase) (PIGF homolog),SPCC1450.15,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),494,Eukaryota
Q10245,reviewed,MKAR_SCHPO,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),SPAC4G9.15,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),341,Eukaryota
Q7Z9I2,reviewed,YCP9_SCHPO,Uncharacterized oxidoreductase C663.09c (EC 1.-.-.-),SPCC663.09c,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),253,Eukaryota
Q7Z9I3,reviewed,YCP8_SCHPO,Uncharacterized oxidoreductase C663.08c (EC 1.-.-.-),SPCC663.08c,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),253,Eukaryota
Q7Z9I4,reviewed,YCP6_SCHPO,Uncharacterized oxidoreductase C663.06c (EC 1.-.-.-),SPCC663.06c,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),253,Eukaryota
Q9P7B4,reviewed,YI13_SCHPO,NADP-dependent 3-hydroxy acid dehydrogenase (L-allo-threonine dehydrogenase) (EC 1.1.1.381),SPAC521.03,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),259,Eukaryota
Q9P7I6,reviewed,YJNK_SCHPO,Uncharacterized oxidoreductase C24B10.20 (EC 1.-.-.-),SPCC24B10.20,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),254,Eukaryota
O13822,reviewed,YEE6_SCHPO,Uncharacterized oxidoreductase C19A8.06 (EC 1.-.-.-),SPAC19A8.06,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),397,Eukaryota
O14351,reviewed,YB45_SCHPO,Uncharacterized oxidoreductase C30D10.05c (EC 1.-.-.-),SPBC30D10.05c,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),247,Eukaryota
O74628,reviewed,YQ53_SCHPO,Uncharacterized oxidoreductase C162.03 (EC 1.-.-.-),SPCC162.03,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),292,Eukaryota
O74959,reviewed,YJCD_SCHPO,Uncharacterized oxidoreductase C736.13 (EC 1.-.-.-),SPCC736.13,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),339,Eukaryota
P0CU00,reviewed,YI78_SCHPO,Uncharacterized oxidoreductase SPAC977.08 (EC 1.-.-.-),SPAC977.08,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),236,Eukaryota
P0CU01,reviewed,YI49_SCHPO,Uncharacterized oxidoreductase SPBC1348.09 (EC 1.-.-.-),SPAC1348.09 SPBC1348.09,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),236,Eukaryota
Q1MTR7,reviewed,YBPE_SCHPO,Uncharacterized oxidoreductase C16H5.14c (EC 1.-.-.-),SPBC16H5.14c SPBC21H7.08,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),286,Eukaryota
A0A1V0QS34,reviewed,ERIB_HERER,Short-chain dehydrogenase/reductase eriB (EC 1.1.1.-) (Erinacine biosynthesis cluster protein B),eriB,Hericium erinaceus (Lion's mane mushroom) (Hydnum erinaceus),316,Eukaryota
A8N6B4,reviewed,MKAR_COPC7,Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase),CC1G_02019,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata),339,Eukaryota
